author1,author2,weight
A5035830172,A5028406190,1
A5035830172,A5063740889,1
A5035830172,A5068774956,4
A5035830172,A5082246329,5
A5035830172,A5090177045,3
A5035831123,A5010240403,1
A5035831123,A5014137885,1
A5035838377,A5008732440,4
A5035838377,A5010753349,1
A5035838377,A5034774633,4
A5035838377,A5081969377,4
A5035925344,A5045799758,1
A5035935838,A5007418876,1
A5035935838,A5072719097,1
A5035937203,A5003011520,1
A5035937203,A5012865960,1
A5035937203,A5015412906,1
A5035937203,A5022156934,1
A5035937203,A5024839446,1
A5035937203,A5025964235,3
A5035937203,A5028958131,1
A5035937203,A5029902696,1
A5035937203,A5031231896,3
A5035937203,A5031812482,1
A5035937203,A5032277988,1
A5035937203,A5035462110,1
A5035937203,A5038467615,1
A5035937203,A5042648708,7
A5035937203,A5048150356,3
A5035937203,A5051853482,1
A5035937203,A5051869233,1
A5035937203,A5061259968,4
A5035937203,A5062065558,1
A5035937203,A5065597650,1
A5035937203,A5065680616,3
A5035937203,A5066094160,1
A5035937203,A5069892286,1
A5035937203,A5072432368,1
A5035937203,A5080408281,1
A5035937203,A5080890851,4
A5035937203,A5083053930,1
A5035937203,A5088842176,3
A5035937203,A5108527442,1
A5035937203,A5111040706,1
A5035939824,A5052860841,1
A5035939824,A5075154850,2
A5035939824,A5091137505,2
A5035939824,A5091811974,1
A5035950342,A5002265731,1
A5035950342,A5021320552,1
A5035950342,A5102013387,1
A5035955181,A5022607494,1
A5035955181,A5026570771,1
A5035955181,A5034373849,1
A5035955181,A5043010204,1
A5035955181,A5046181902,1
A5035955181,A5047335664,5
A5035955181,A5071601723,1
A5035955181,A5090511112,2
A5035968697,A5004416417,1
A5035968697,A5044500906,1
A5035968697,A5060751756,1
A5035968697,A5103963171,1
A5035989342,A5022283794,1
A5035989342,A5039185864,1
A5035989342,A5041541561,1
A5035989342,A5048794330,1
A5035989342,A5050428053,1
A5035989342,A5052320430,1
A5035989342,A5061420525,1
A5035989342,A5062167438,1
A5035989342,A5062740772,2
A5035989342,A5068522936,1
A5035989342,A5075245317,1
A5035989342,A5080966283,1
A5035989342,A5086295953,1
A5035989342,A5086633752,1
A5036018560,A5006318145,1
A5036018560,A5012915897,1
A5036018560,A5013475667,1
A5036018560,A5090276267,1
A5036018560,A5111819413,1
A5036024913,A5021397313,1
A5036024913,A5069392772,1
A5036035426,A5061210406,1
A5036035426,A5087283623,1
A5036038477,A5004834977,1
A5036038477,A5010398085,1
A5036038477,A5010653415,1
A5036038477,A5021323660,1
A5036038477,A5022801081,1
A5036038477,A5023026885,1
A5036038477,A5023324179,1
A5036038477,A5024804907,1
A5036038477,A5033211377,1
A5036038477,A5036650514,1
A5036038477,A5037284264,1
A5036038477,A5039718049,1
A5036038477,A5040589670,1
A5036038477,A5043580746,1
A5036038477,A5043618984,1
A5036038477,A5044422646,1
A5036038477,A5045448108,1
A5036038477,A5045842773,1
A5036038477,A5045872684,1
A5036038477,A5054097796,1
A5036038477,A5063706502,1
A5036038477,A5064844123,1
A5036038477,A5065190709,1
A5036038477,A5070353875,1
A5036038477,A5070913859,1
A5036038477,A5071003607,1
A5036038477,A5072362240,1
A5036038477,A5076277039,1
A5036038477,A5078876786,1
A5036038477,A5079187530,1
A5036038477,A5079381636,1
A5036038477,A5083813641,1
A5036038477,A5084510903,1
A5036038477,A5086950255,1
A5036038477,A5087662368,1
A5036038477,A5089281753,1
A5036038477,A5089854058,1
A5036038477,A5109469289,1
A5036051612,A5021189098,1
A5036051612,A5028538460,2
A5036062591,A5000595533,2
A5036062591,A5005829774,4
A5036062591,A5009227859,1
A5036062591,A5037015521,1
A5036062591,A5044087282,2
A5036062591,A5046341933,1
A5036062591,A5060106929,1
A5036062591,A5060837047,1
A5036062591,A5062755676,2
A5036062591,A5068281692,1
A5036062591,A5069439380,1
A5036062591,A5073364691,3
A5036062591,A5101789001,1
A5036062591,A5102780207,1
A5036076717,A5015705751,1
A5036081787,A5032412244,1
A5036083978,A5000947923,11
A5036083978,A5004789141,4
A5036083978,A5007541807,8
A5036083978,A5015039212,2
A5036083978,A5021324146,1
A5036083978,A5025508410,1
A5036083978,A5025740124,12
A5036083978,A5027955438,1
A5036083978,A5033708290,3
A5036083978,A5054874288,5
A5036083978,A5066871255,2
A5036083978,A5073034397,2
A5036083978,A5079485402,10
A5036083978,A5085497661,6
A5036083978,A5085536595,1
A5036083978,A5105819238,7
A5036083978,A5107906324,1
A5036083978,A5111423265,1
A5036087804,A5003088260,1
A5036087804,A5010336667,5
A5036087804,A5015600675,1
A5036087804,A5015720603,1
A5036087804,A5027425202,1
A5036087804,A5027760373,1
A5036087804,A5046825575,1
A5036087804,A5048150356,1
A5036087804,A5050100188,3
A5036087804,A5069031949,1
A5036087804,A5076092085,1
A5036087804,A5079381636,1
A5036092710,A5011254555,1
A5036092710,A5037813372,1
A5036106328,A5018332715,1
A5036142742,A5012242776,1
A5036142742,A5033785127,1
A5036142742,A5034919407,1
A5036142742,A5064895812,1
A5036142742,A5070182407,1
A5036142742,A5079381636,1
A5036142742,A5103906732,1
A5036142742,A5111567269,1
A5036151717,A5054035462,1
A5036180503,A5004317306,2
A5036180503,A5063958392,1
A5036180503,A5103004902,1
A5036196550,A5074320413,1
A5036204600,A5026581021,2
A5036204600,A5026911622,2
A5036204600,A5091704063,2
A5036241529,A5009246156,2
A5036241529,A5013475208,3
A5036241529,A5013850621,5
A5036241529,A5014057252,12
A5036241529,A5019701734,1
A5036241529,A5020031775,1
A5036241529,A5024677373,1
A5036241529,A5029342859,8
A5036241529,A5040137163,1
A5036241529,A5047821345,1
A5036241529,A5051872460,1
A5036241529,A5053304866,2
A5036241529,A5057821628,1
A5036241529,A5071449278,1
A5036241529,A5079017810,3
A5036245706,A5015588513,1
A5036245706,A5047908820,1
A5036245706,A5083224864,1
A5036262453,A5054141624,1
A5036275243,A5001860013,1
A5036275243,A5007541807,1
A5036275243,A5015039212,1
A5036275243,A5016410274,1
A5036275243,A5025508410,1
A5036275243,A5029126667,1
A5036275243,A5043217407,1
A5036275243,A5055239116,1
A5036275243,A5055839250,1
A5036275243,A5078607547,3
A5036275243,A5105819238,3
A5036275243,A5107870304,2
A5036275243,A5114026770,1
A5036333437,A5035644166,1
A5036333437,A5061888967,1
A5036333437,A5103100195,1
A5036333437,A5110195756,1
A5036356712,A5010581004,3
A5036364487,A5015412906,2
A5036364487,A5021617334,1
A5036364487,A5026581021,1
A5036364487,A5048150356,2
A5036364487,A5052320430,1
A5036364487,A5070981700,1
A5036384608,A5052608169,2
A5036384608,A5081397802,2
A5036384608,A5108445119,1
A5036384608,A5114922806,1
A5036396443,A5021239624,1
A5036396443,A5048799943,1
A5036400734,A5055398658,1
A5036400734,A5086050070,1
A5036403794,A5011939986,1
A5036403794,A5015275157,1
A5036403794,A5016845460,1
A5036403794,A5018161733,1
A5036403794,A5018398572,5
A5036403794,A5086013149,1
A5036410997,A5030402343,1
A5036410997,A5048956263,1
A5036437645,A5100634970,1
A5036459067,A5021966408,1
A5036459067,A5024083957,4
A5036459067,A5047127979,1
A5036459067,A5077768957,1
A5036459067,A5088419943,1
A5036459067,A5103250523,1
A5036463211,A5007418876,1
A5036463211,A5079914364,1
A5036489728,A5054604814,1
A5036517657,A5011209376,1
A5036517657,A5011856820,1
A5036517657,A5013373062,1
A5036517657,A5037654904,1
A5036522016,A5018290535,1
A5036522016,A5069295328,1
A5036522016,A5102392386,1
A5036539009,A5032259376,1
A5036539009,A5051966189,1
A5036539009,A5051969655,1
A5036539009,A5066854309,1
A5036539009,A5072038259,1
A5036539009,A5082100647,1
A5036543039,A5025081354,1
A5036559763,A5061888967,1
A5036559763,A5103100195,1
A5036561453,A5067147315,3
A5036569994,A5003925208,1
A5036569994,A5016855366,1
A5036569994,A5033898112,1
A5036569994,A5035813243,1
A5036584111,A5081665953,1
A5036604571,A5038555593,1
A5036604571,A5061871047,1
A5036604571,A5069950948,1
A5036606916,A5022618996,3
A5036609211,A5032553437,1
A5036620679,A5022607494,1
A5036620679,A5043885552,1
A5036620679,A5047139018,1
A5036620679,A5081627735,3
A5036628341,A5007795781,1
A5036628341,A5030427716,1
A5036639594,A5018212936,1
A5036639594,A5020769769,1
A5036639594,A5031178558,1
A5036639594,A5057680651,1
A5036639594,A5062951688,1
A5036639594,A5070103127,2
A5036639594,A5075607006,14
A5036639594,A5100607374,1
A5036639594,A5101553362,1
A5036639594,A5103158476,8
A5036639594,A5104459656,2
A5036639594,A5105179706,1
A5036639594,A5105834410,4
A5036639594,A5106432537,2
A5036639594,A5106749041,1
A5036639594,A5107317555,1
A5036639594,A5107849243,2
A5036639594,A5107853451,3
A5036639594,A5107879083,1
A5036639594,A5107921248,1
A5036639594,A5107921685,4
A5036639594,A5107923227,2
A5036639594,A5107939003,2
A5036639594,A5108065580,1
A5036639594,A5113518413,2
A5036650514,A5024804907,1
A5036650514,A5033211377,1
A5036650514,A5043618984,1
A5036650514,A5044422646,1
A5036650514,A5045842773,1
A5036650514,A5054097796,1
A5036650514,A5063706502,1
A5036650514,A5065190709,1
A5036650514,A5076277039,1
A5036650514,A5078876786,1
A5036650514,A5079187530,1
A5036650514,A5079381636,1
A5036650514,A5089281753,1
A5036650514,A5109469289,1
A5036695948,A5007990250,2
A5036695948,A5010984740,1
A5036695948,A5011038402,1
A5036695948,A5013140386,1
A5036695948,A5015235663,1
A5036695948,A5018212936,3
A5036695948,A5018426572,2
A5036695948,A5025695873,4
A5036695948,A5025752041,6
A5036695948,A5027117340,6
A5036695948,A5029687836,3
A5036695948,A5031178558,1
A5036695948,A5031367868,2
A5036695948,A5031852379,2
A5036695948,A5036639594,3
A5036695948,A5037727951,1
A5036695948,A5044008001,3
A5036695948,A5048303863,1
A5036695948,A5050388563,1
A5036695948,A5052581928,1
A5036695948,A5056899188,2
A5036695948,A5057680651,2
A5036695948,A5061149582,1
A5036695948,A5062951688,3
A5036695948,A5066039057,1
A5036695948,A5068698387,2
A5036695948,A5070103127,3
A5036695948,A5073002263,3
A5036695948,A5073480771,2
A5036695948,A5075607006,10
A5036695948,A5077303648,2
A5036695948,A5078086979,3
A5036695948,A5081656957,1
A5036695948,A5092499102,2
A5036695948,A5100607374,4
A5036695948,A5100720596,2
A5036695948,A5101553362,1
A5036695948,A5103158476,13
A5036695948,A5104455338,3
A5036695948,A5104459656,1
A5036695948,A5105179706,1
A5036695948,A5105834410,1
A5036695948,A5106299144,2
A5036695948,A5106322884,20
A5036695948,A5106404027,5
A5036695948,A5106415383,2
A5036695948,A5106415385,1
A5036695948,A5106415870,3
A5036695948,A5106419795,1
A5036695948,A5106432537,1
A5036695948,A5106445637,1
A5036695948,A5106458116,1
A5036695948,A5106695614,15
A5036695948,A5106765052,1
A5036695948,A5106765262,2
A5036695948,A5106787803,1
A5036695948,A5107070705,1
A5036695948,A5107317555,2
A5036695948,A5107357587,1
A5036695948,A5107362063,2
A5036695948,A5107383369,1
A5036695948,A5107406378,2
A5036695948,A5107522153,3
A5036695948,A5107522293,1
A5036695948,A5107849243,1
A5036695948,A5107853451,2
A5036695948,A5107860500,1
A5036695948,A5107870696,1
A5036695948,A5107877729,2
A5036695948,A5107878181,4
A5036695948,A5107879083,1
A5036695948,A5107882070,1
A5036695948,A5107882076,2
A5036695948,A5107882404,1
A5036695948,A5107883655,3
A5036695948,A5107883945,2
A5036695948,A5107887430,1
A5036695948,A5107892119,1
A5036695948,A5107898175,2
A5036695948,A5107914901,2
A5036695948,A5107917697,1
A5036695948,A5107920303,4
A5036695948,A5107923227,1
A5036695948,A5107925200,5
A5036695948,A5107939003,6
A5036695948,A5107939945,3
A5036695948,A5107940805,1
A5036695948,A5107943133,2
A5036695948,A5107943853,1
A5036695948,A5108143228,1
A5036695948,A5108956248,1
A5036695948,A5109630775,1
A5036695948,A5113518413,1
A5036695948,A5113871538,3
A5036695948,A5113885084,1
A5036695948,A5114378001,13
A5036695948,A5114888384,1
A5036695948,A5115596213,1
A5036699518,A5021867170,1
A5036699518,A5046541153,1
A5036699518,A5063156360,1
A5036699518,A5085806919,1
A5036706867,A5005554439,1
A5036706867,A5014594524,1
A5036706867,A5030794236,1
A5036724198,A5005734297,1
A5036724198,A5021397313,1
A5036724198,A5087746938,1
A5036742036,A5040063355,1
A5036742036,A5055459854,1
A5036742639,A5006116995,1
A5036742639,A5007196021,1
A5036742639,A5014097745,1
A5036742639,A5016743017,1
A5036742639,A5090276267,1
A5036742639,A5112748576,1
A5036743573,A5003842208,8
A5036744564,A5012442220,2
A5036744564,A5014427809,2
A5036744564,A5031196819,2
A5036744564,A5034900473,1
A5036744564,A5042955881,5
A5036744564,A5046212412,6
A5036744564,A5050998689,2
A5036744564,A5058804009,1
A5036744564,A5064597554,1
A5036744564,A5102518881,1
A5036749343,A5012354774,1
A5036749343,A5108383196,1
A5036749343,A5109538721,1
A5036763707,A5067866088,4
A5036769756,A5039136927,1
A5036769756,A5041382152,1
A5036769756,A5051277240,1
A5036769756,A5063432011,1
A5036769756,A5071310612,1
A5036769756,A5071992446,1
A5036769756,A5079752497,1
A5036769756,A5080030634,1
A5036769756,A5080363195,1
A5036769756,A5080483162,1
A5036769756,A5088914363,1
A5036769756,A5095428252,1
A5036769756,A5101577447,1
A5036769756,A5113379043,1
A5036769756,A5114022533,1
A5036785056,A5002262896,1
A5036785056,A5005115737,1
A5036785056,A5041601846,1
A5036785056,A5062097992,1
A5036785056,A5063983056,1
A5036785056,A5068429310,1
A5036785056,A5073516588,1
A5036785056,A5110291023,1
A5036797306,A5040063355,1
A5036803554,A5017075723,1
A5036803554,A5089851597,1
A5036820514,A5004849378,1
A5036820514,A5006116995,1
A5036820514,A5007196021,1
A5036820514,A5014097745,1
A5036820514,A5016743017,1
A5036820514,A5036742639,1
A5036820514,A5048113582,1
A5036820514,A5067383775,1
A5036820514,A5090276267,1
A5036820514,A5112748576,1
A5036844888,A5002122091,1
A5036844888,A5004140116,1
A5036844888,A5033343897,2
A5036844888,A5036936416,1
A5036844888,A5040966381,1
A5036844888,A5041116463,16
A5036844888,A5045042394,1
A5036844888,A5047162398,1
A5036844888,A5053622218,1
A5036844888,A5074070826,1
A5036844888,A5080024368,1
A5036844888,A5080057810,1
A5036844888,A5087069211,1
A5036844888,A5093314227,1
A5036844888,A5093356550,1
A5036844888,A5106977442,1
A5036844888,A5111423265,1
A5036844888,A5114686026,1
A5036860892,A5003211953,1
A5036860892,A5010347191,1
A5036860892,A5026419733,1
A5036860892,A5040916566,1
A5036860892,A5043201276,1
A5036860892,A5046206189,1
A5036860892,A5052886806,1
A5036860892,A5064368301,1
A5036860892,A5064464485,1
A5036860892,A5077271389,1
A5036860892,A5078462991,1
A5036860892,A5079381636,1
A5036860892,A5081705100,1
A5036860892,A5086950255,1
A5036860892,A5109002650,1
A5036860892,A5109057858,1
A5036861627,A5051667032,1
A5036861627,A5060354750,1
A5036861627,A5103266598,1
A5036923351,A5003667142,1
A5036923351,A5018332715,1
A5036923351,A5045018957,1
A5036939350,A5005625023,1
A5036939350,A5074553785,2
A5036941489,A5000132210,1
A5036941489,A5009097110,1
A5036941489,A5009684303,1
A5036941489,A5024298424,1
A5036941489,A5034225173,1
A5036941489,A5057073398,1
A5036941489,A5063979380,1
A5036941489,A5072719251,1
A5036941489,A5084869758,1
A5036941489,A5101486539,1
A5036968205,A5011079056,1
A5036968205,A5069179055,1
A5036968205,A5086173090,1
A5036969088,A5019110226,1
A5036969088,A5069470267,3
A5036982627,A5000997975,4
A5036982627,A5009095560,1
A5036982627,A5012690069,2
A5036982627,A5014057252,1
A5036982627,A5021528836,4
A5036982627,A5039920978,1
A5036982627,A5057821628,1
A5036982627,A5059436917,1
A5036982627,A5068511896,3
A5036982627,A5081831359,1
A5036982627,A5089720671,2
A5037000066,A5001740089,2
A5037000066,A5021234355,2
A5037000066,A5024507784,1
A5037000066,A5025044708,1
A5037000066,A5082011338,2
A5037015521,A5000595533,1
A5037015521,A5001948776,2
A5037015521,A5005829774,4
A5037015521,A5044087282,2
A5037015521,A5046341933,1
A5037015521,A5062755676,1
A5037015521,A5073364691,1
A5037016939,A5080175512,2
A5037018902,A5081872777,1
A5037030793,A5019694462,1
A5037030793,A5068530392,1
A5037030793,A5072807421,1
A5037030793,A5082873538,2
A5037030793,A5087052285,10
A5037047387,A5038941708,2
A5037047387,A5077505468,2
A5037047387,A5091682301,2
A5037067109,A5052069153,2
A5037067109,A5061425524,2
A5037067109,A5085570881,2
A5037103796,A5087497581,1
A5037129512,A5072985816,1
A5037134897,A5011641448,1
A5037134897,A5025774754,1
A5037148832,A5012579181,1
A5037148832,A5019657555,1
A5037148832,A5020904317,1
A5037148832,A5029152785,1
A5037148832,A5042114943,1
A5037148832,A5106129179,1
A5037148832,A5112388350,1
A5037152614,A5010711029,1
A5037152614,A5011477712,1
A5037152614,A5026581021,2
A5037152614,A5032277988,1
A5037152614,A5038467615,1
A5037152614,A5040110248,2
A5037152614,A5044232693,1
A5037152614,A5048150356,1
A5037152614,A5050367980,1
A5037152614,A5072795130,1
A5037152614,A5074689728,1
A5037152614,A5104753255,1
A5037169798,A5010050243,1
A5037169798,A5010581004,1
A5037169798,A5048156789,1
A5037169798,A5070981700,1
A5037169798,A5083045272,1
A5037169798,A5101394366,1
A5037172797,A5007996336,1
A5037172797,A5010249392,1
A5037172797,A5011488720,1
A5037172797,A5018354691,1
A5037172797,A5024423524,1
A5037172797,A5026018175,1
A5037172797,A5033299238,1
A5037172797,A5043572025,1
A5037172797,A5061136302,1
A5037172797,A5068728069,1
A5037172797,A5075578399,1
A5037172797,A5079939931,1
A5037172797,A5088285665,1
A5037172797,A5088863661,1
A5037172797,A5089974224,1
A5037172797,A5095518779,1
A5037172797,A5113577736,1
A5037172797,A5113765531,1
A5037193851,A5008706358,2
A5037193851,A5013199321,2
A5037193851,A5015801033,1
A5037193851,A5021472133,8
A5037193851,A5032329864,2
A5037193851,A5039129650,1
A5037193851,A5046291663,1
A5037193851,A5051438537,1
A5037193851,A5054889019,3
A5037193851,A5066366239,1
A5037193851,A5100755432,1
A5037239293,A5005115988,1
A5037239293,A5094577047,1
A5037239293,A5094577048,1
A5037239293,A5094577049,1
A5037239293,A5094577050,1
A5037239293,A5112984937,1
A5037246743,A5014472356,1
A5037246743,A5084735116,1
A5037246743,A5107870304,1
A5037268527,A5044663548,1
A5037268527,A5064855029,1
A5037268527,A5069350093,1
A5037268527,A5083948023,1
A5037268527,A5088482283,1
A5037284264,A5024804907,1
A5037284264,A5033211377,1
A5037284264,A5036650514,1
A5037284264,A5043618984,1
A5037284264,A5044422646,1
A5037284264,A5045842773,1
A5037284264,A5054097796,1
A5037284264,A5063706502,1
A5037284264,A5065190709,1
A5037284264,A5070353875,1
A5037284264,A5070913859,1
A5037284264,A5071003607,1
A5037284264,A5076277039,1
A5037284264,A5078876786,1
A5037284264,A5079187530,1
A5037284264,A5079381636,1
A5037284264,A5086950255,1
A5037284264,A5089281753,1
A5037284264,A5109469289,1
A5037341819,A5025000389,1
A5037341819,A5051049138,1
A5037341819,A5058267939,4
A5037341819,A5076741719,1
A5037343002,A5000001510,1
A5037343002,A5016484747,1
A5037343002,A5067160786,1
A5037343002,A5106510580,1
A5037343002,A5107867475,1
A5037343002,A5113923169,1
A5037356235,A5061289664,1
A5037356235,A5064624983,1
A5037389264,A5016845460,1
A5037389264,A5018398572,1
A5037389264,A5019606925,1
A5037389264,A5034373849,1
A5037395436,A5000164391,1
A5037395436,A5000619246,1
A5037395436,A5031751294,1
A5037395436,A5033462887,1
A5037395436,A5048484797,1
A5037395436,A5050841129,1
A5037395436,A5080336181,1
A5037395436,A5101979985,1
A5037398599,A5000332257,2
A5037398599,A5002823829,1
A5037398599,A5010398085,1
A5037398599,A5012594780,1
A5037398599,A5022156934,2
A5037398599,A5032277988,4
A5037398599,A5035937203,1
A5037398599,A5038467615,2
A5037398599,A5040110248,1
A5037398599,A5040414607,1
A5037398599,A5048150356,3
A5037398599,A5050367980,3
A5037398599,A5051869233,1
A5037398599,A5052689960,1
A5037398599,A5052886806,1
A5037398599,A5055949207,1
A5037398599,A5065292633,1
A5037398599,A5068995535,1
A5037398599,A5070051116,1
A5037398599,A5071514596,1
A5037398599,A5072895026,1
A5037398599,A5074380847,1
A5037398599,A5079381636,2
A5037398599,A5080226030,1
A5037398599,A5080966283,2
A5037398599,A5083053930,1
A5037398599,A5084254686,1
A5037398599,A5084883143,2
A5037398599,A5089167457,3
A5037398599,A5090154449,1
A5037398599,A5090276267,1
A5037398599,A5090416033,2
A5037398599,A5102953440,2
A5037398599,A5103828072,1
A5037398599,A5104113184,1
A5037398599,A5107922093,1
A5037398599,A5109116971,1
A5037398599,A5110157834,1
A5037398599,A5112408574,1
A5037407503,A5057984655,3
A5037408300,A5062732425,4
A5037408300,A5070838325,5
A5037408300,A5089846168,1
A5037408300,A5100299872,1
A5037415787,A5041116463,1
A5037415787,A5084783495,1
A5037439830,A5040631436,1
A5037439830,A5091795396,1
A5037471314,A5001304564,2
A5037471314,A5015705751,5
A5037471314,A5029155296,2
A5037471314,A5047024146,2
A5037471314,A5051917108,1
A5037471314,A5058125442,2
A5037471314,A5072028695,2
A5037471314,A5078769065,1
A5037471314,A5080664941,2
A5037471314,A5086491581,2
A5037471314,A5109435868,1
A5037476719,A5019451017,1
A5037489585,A5022943684,1
A5037489585,A5047821345,3
A5037489585,A5052058935,1
A5037489585,A5076131228,2
A5037506060,A5050027497,1
A5037526056,A5001049054,2
A5037526056,A5009097110,2
A5037526056,A5021295789,2
A5037526056,A5056121366,2
A5037526056,A5078735601,2
A5037526056,A5100415987,2
A5037526056,A5101529742,2
A5037526056,A5110322376,2
A5037557531,A5000034708,1
A5037557531,A5011415420,1
A5037557531,A5015995872,1
A5037557531,A5025845183,1
A5037557531,A5038053117,1
A5037557531,A5043572025,1
A5037557531,A5057161751,1
A5037557531,A5078476389,1
A5037557531,A5080765252,1
A5037557531,A5085342893,1
A5037572800,A5023207853,3
A5037572800,A5029602126,1
A5037572800,A5064853539,2
A5037572800,A5089647820,1
A5037583040,A5103267225,1
A5037597066,A5089150108,1
A5037617615,A5011537996,1
A5037617615,A5026718378,1
A5037617615,A5057586496,1
A5037617615,A5059912734,1
A5037617615,A5068740868,1
A5037617615,A5077478429,1
A5037618225,A5060673508,1
A5037618225,A5069392772,1
A5037618225,A5084059014,1
A5037629608,A5031860300,1
A5037654904,A5001092946,1
A5037654904,A5003464821,3
A5037654904,A5004701816,1
A5037654904,A5011209376,27
A5037654904,A5011478102,27
A5037654904,A5011856820,31
A5037654904,A5013373062,28
A5037654904,A5017604910,13
A5037654904,A5019606925,1
A5037654904,A5022526769,2
A5037654904,A5024529011,1
A5037654904,A5028693825,1
A5037654904,A5046587401,1
A5037654904,A5048890370,13
A5037654904,A5052657343,1
A5037654904,A5054935821,1
A5037654904,A5056571921,1
A5037654904,A5059665390,3
A5037654904,A5062370393,1
A5037654904,A5063756019,1
A5037654904,A5064405797,2
A5037654904,A5066867280,10
A5037654904,A5067358682,3
A5037654904,A5068791741,5
A5037654904,A5075638648,1
A5037654904,A5075698787,1
A5037654904,A5082866186,1
A5037654904,A5083305448,5
A5037654904,A5100373590,8
A5037654904,A5101286074,1
A5037654904,A5101692230,1
A5037654904,A5103269490,1
A5037654904,A5108975307,1
A5037654904,A5109580432,1
A5037654904,A5109669786,1
A5037654904,A5111303753,2
A5037654904,A5112753381,3
A5037654904,A5112891468,1
A5037654904,A5114020744,1
A5037654904,A5115594850,2
A5037656481,A5028185654,1
A5037656481,A5074734519,2
A5037656481,A5079952387,3
A5037674300,A5031812482,2
A5037674300,A5035580414,2
A5037681952,A5053303066,2
A5037686971,A5053424857,1
A5037686971,A5091745701,1
A5037699743,A5017519455,1
A5037699743,A5025662974,1
A5037699743,A5027145763,1
A5037699743,A5049970193,1
A5037699743,A5078522705,1
A5037707069,A5027297297,1
A5037707069,A5072432368,3
A5037708828,A5008028442,1
A5037708828,A5009015724,4
A5037708828,A5015720603,3
A5037708828,A5016206264,1
A5037708828,A5017607645,3
A5037708828,A5020324492,1
A5037708828,A5021189098,2
A5037708828,A5027919996,12
A5037708828,A5031670965,2
A5037708828,A5050049384,11
A5037708828,A5050428053,1
A5037708828,A5051619294,1
A5037708828,A5057802126,2
A5037708828,A5064180238,1
A5037708828,A5064437475,1
A5037708828,A5068221184,1
A5037708828,A5072432368,1
A5037708828,A5074244017,3
A5037708828,A5083798788,7
A5037708828,A5084242635,4
A5037708828,A5084297157,1
A5037708828,A5084396999,1
A5037708828,A5087609045,1
A5037708828,A5091843996,1
A5037708828,A5101776100,1
A5037708828,A5108297975,1
A5037708828,A5108512162,3
A5037708828,A5109725762,1
A5037708828,A5112029257,1
A5037710077,A5018157884,1
A5037710077,A5025617632,1
A5037710077,A5049177236,1
A5037710077,A5061869753,1
A5037727951,A5031852379,1
A5037727951,A5061149582,1
A5037727951,A5066039057,1
A5037727951,A5100607374,1
A5037727951,A5103158476,1
A5037727951,A5106787803,1
A5037727951,A5107070705,1
A5037727951,A5107362063,1
A5037727951,A5107383369,1
A5037727951,A5107406378,1
A5037727951,A5107883945,1
A5037758878,A5003330890,1
A5037758878,A5056640354,8
A5037758878,A5076085956,4
A5037758878,A5076549005,6
A5037758878,A5091601131,3
A5037758878,A5100388367,1
A5037758878,A5100635681,1
A5037758878,A5104148080,1
A5037758878,A5104542297,1
A5037758878,A5109845424,2
A5037771314,A5023451732,1
A5037771314,A5023544632,1
A5037771314,A5039335751,1
A5037771314,A5040110248,3
A5037771314,A5040443477,1
A5037771314,A5043221376,2
A5037771314,A5047298979,3
A5037771314,A5052087446,2
A5037771314,A5052530705,1
A5037771314,A5088666889,1
A5037813372,A5011254555,2
A5037813372,A5013739050,1
A5037813372,A5017176137,1
A5037813372,A5045467592,1
A5037813372,A5063156360,1
A5037813372,A5077188403,1
A5037813372,A5089255459,2
A5037813372,A5091335181,1
A5037821408,A5042174485,3
A5037830575,A5002181872,1
A5037830575,A5003093668,1
A5037841210,A5102828463,1
A5037844410,A5066515418,1
A5037897930,A5008596499,1
A5037897930,A5020324492,2
A5037897930,A5024923244,1
A5037897930,A5025456912,1
A5037897930,A5031812482,1
A5037897930,A5039185864,2
A5037897930,A5048794330,2
A5037897930,A5050863755,1
A5037897930,A5068203856,2
A5037897930,A5071079098,1
A5037897930,A5075245317,7
A5037897930,A5076092085,1
A5037897930,A5077133020,1
A5037897930,A5080966283,1
A5037897930,A5084035555,1
A5037897930,A5086633752,4
A5037897930,A5087905463,1
A5037897930,A5090784666,1
A5037897930,A5103272222,3
A5037897930,A5103686138,1
A5037916127,A5028404747,1
A5037916127,A5080996110,1
A5037923510,A5016064325,3
A5037937397,A5000959718,1
A5037937397,A5021472133,4
A5037937397,A5037193851,2
A5037937397,A5078259466,5
A5037953526,A5009175211,1
A5037953526,A5014759700,1
A5037953526,A5016855366,5
A5037953526,A5039680751,2
A5037953526,A5054262500,2
A5037953526,A5102966839,1
A5037974414,A5047335664,1
A5037984488,A5000650126,1
A5037984488,A5005029430,1
A5037984488,A5015324331,1
A5037984488,A5025826473,3
A5037984488,A5061038452,1
A5037984488,A5072841592,4
A5037994200,A5019539283,7
A5037994200,A5026718378,7
A5037994200,A5045467592,7
A5037994200,A5048467115,7
A5037994200,A5059912734,6
A5037994200,A5065981421,7
A5037994200,A5078495907,7
A5037994200,A5092381508,7
A5037994200,A5108917063,7
A5037994200,A5109604646,7
A5037997025,A5010395979,2
A5037997025,A5018635438,2
A5037997025,A5025936190,2
A5037997025,A5033052795,2
A5037997025,A5034684238,2
A5037997025,A5038502391,2
A5037997025,A5042206762,2
A5037997025,A5042670765,2
A5037997025,A5043825329,2
A5037997025,A5056095668,1
A5037997025,A5067287880,2
