author1,author2,weight
A5106322884,A5105834410,17
A5106322884,A5106299144,5
A5106322884,A5106404027,63
A5106322884,A5106415490,1
A5106322884,A5106415870,6
A5106322884,A5106432537,11
A5106322884,A5106458116,4
A5106322884,A5106695614,111
A5106322884,A5106749041,5
A5106322884,A5106765001,1
A5106322884,A5106765052,3
A5106322884,A5106765262,11
A5106322884,A5106787803,2
A5106322884,A5106787859,4
A5106322884,A5106792782,1
A5106322884,A5106820067,1
A5106322884,A5106825158,1
A5106322884,A5107070705,1
A5106322884,A5107279480,1
A5106322884,A5107317555,6
A5106322884,A5107317862,2
A5106322884,A5107357587,6
A5106322884,A5107357686,1
A5106322884,A5107357891,3
A5106322884,A5107362063,4
A5106322884,A5107368876,1
A5106322884,A5107369261,2
A5106322884,A5107369266,1
A5106322884,A5107369290,1
A5106322884,A5107369292,1
A5106322884,A5107382186,2
A5106322884,A5107383019,4
A5106322884,A5107397510,2
A5106322884,A5107406211,1
A5106322884,A5107406378,7
A5106322884,A5107406650,1
A5106322884,A5107522293,2
A5106322884,A5107658720,1
A5106322884,A5107833531,4
A5106322884,A5107849243,10
A5106322884,A5107853451,9
A5106322884,A5107860500,1
A5106322884,A5107870696,7
A5106322884,A5107877434,1
A5106322884,A5107877729,3
A5106322884,A5107878181,4
A5106322884,A5107879083,6
A5106322884,A5107882076,22
A5106322884,A5107882404,20
A5106322884,A5107883655,31
A5106322884,A5107883945,4
A5106322884,A5107885011,4
A5106322884,A5107887430,17
A5106322884,A5107892012,1
A5106322884,A5107892023,8
A5106322884,A5107898175,14
A5106322884,A5107899496,2
A5106322884,A5107909453,1
A5106322884,A5107913938,16
A5106322884,A5107917697,4
A5106322884,A5107918435,1
A5106322884,A5107920303,30
A5106322884,A5107921248,8
A5106322884,A5107921251,4
A5106322884,A5107921685,11
A5106322884,A5107923227,12
A5106322884,A5107925200,17
A5106322884,A5107939003,38
A5106322884,A5107940664,1
A5106322884,A5107940805,12
A5106322884,A5107941652,1
A5106322884,A5107943133,5
A5106322884,A5107943370,1
A5106322884,A5107943853,2
A5106322884,A5108065580,2
A5106322884,A5108120608,2
A5106322884,A5108142488,1
A5106322884,A5108143228,1
A5106322884,A5108151747,1
A5106322884,A5109581687,1
A5106322884,A5109630775,1
A5106322884,A5110528469,1
A5106322884,A5111382208,2
A5106322884,A5112745998,7
A5106322884,A5112791597,8
A5106322884,A5112948780,2
A5106322884,A5113518413,3
A5106322884,A5113621038,7
A5106322884,A5113885084,1
A5106322884,A5113909366,2
A5106322884,A5113984014,1
A5106322884,A5114888384,2
A5106322884,A5115596213,2
A5106359804,A5106365673,1
A5106365541,A5052160114,1
A5106365541,A5053329550,1
A5106365541,A5058804009,1
A5106381356,A5051029542,1
A5106404027,A5009361415,2
A5106404027,A5018212936,3
A5106404027,A5025752041,11
A5106404027,A5026177548,16
A5106404027,A5031178558,4
A5106404027,A5031367868,1
A5106404027,A5044008001,2
A5106404027,A5048303863,28
A5106404027,A5049624802,23
A5106404027,A5056899188,28
A5106404027,A5061965726,3
A5106404027,A5062951688,49
A5106404027,A5070103127,1
A5106404027,A5072094223,47
A5106404027,A5073011829,6
A5106404027,A5073480771,29
A5106404027,A5074771584,1
A5106404027,A5075607006,7
A5106404027,A5078086979,48
A5106404027,A5100607374,36
A5106404027,A5100607379,6
A5106404027,A5101553362,7
A5106404027,A5101726152,1
A5106404027,A5103158476,52
A5106404027,A5106458116,2
A5106404027,A5106820067,1
A5106404027,A5107406378,1
A5106404027,A5107522293,1
A5106404027,A5107849243,2
A5106404027,A5107853451,1
A5106404027,A5107879083,1
A5106404027,A5107883655,13
A5106404027,A5107887430,5
A5106404027,A5107917697,1
A5106404027,A5107939003,3
A5106404027,A5107940805,7
A5106404027,A5111382208,2
A5106404027,A5112745998,1
A5106404027,A5112791597,1
A5106404027,A5112948780,1
A5106404027,A5113621038,2
A5106404256,A5033105158,1
A5106404256,A5064707493,1
A5106410491,A5004559469,2
A5106410491,A5004613584,1
A5106410491,A5031182512,1
A5106410491,A5048889220,1
A5106410491,A5063881368,1
A5106410491,A5103245766,1
A5106410491,A5107397059,1
A5106410491,A5107889585,1
A5106410491,A5107940994,1
A5106410491,A5107941043,1
A5106410491,A5108133564,2
A5106415383,A5007990250,1
A5106415383,A5015235663,1
A5106415383,A5017269624,1
A5106415383,A5018212936,1
A5106415383,A5020769769,1
A5106415383,A5025752041,1
A5106415383,A5027117340,2
A5106415383,A5029687836,1
A5106415383,A5031178558,1
A5106415383,A5031852379,1
A5106415383,A5032240956,1
A5106415383,A5036639594,4
A5106415383,A5041457516,1
A5106415383,A5048303863,1
A5106415383,A5056899188,1
A5106415383,A5062951688,1
A5106415383,A5070103127,2
A5106415383,A5072094223,1
A5106415383,A5073480771,1
A5106415383,A5075607006,6
A5106415383,A5077303648,1
A5106415383,A5101553362,1
A5106415383,A5103158476,4
A5106415383,A5104459656,1
A5106415383,A5106322884,7
A5106415383,A5106415385,2
A5106415383,A5106415870,1
A5106415383,A5106695614,6
A5106415383,A5106787859,1
A5106415383,A5107853451,1
A5106415383,A5107882076,2
A5106415383,A5107898175,1
A5106415383,A5107918435,1
A5106415383,A5107920303,2
A5106415383,A5107921251,1
A5106415383,A5107921685,1
A5106415383,A5107925200,1
A5106415383,A5107939003,2
A5106415383,A5108065580,1
A5106415383,A5108142488,1
A5106415383,A5113518413,1
A5106415383,A5113871538,2
A5106415383,A5114378001,6
A5106415385,A5020769769,1
A5106415385,A5036639594,3
A5106415385,A5048303863,1
A5106415385,A5075607006,4
A5106415385,A5103158476,3
A5106415385,A5104459656,1
A5106415385,A5106322884,5
A5106415385,A5106415490,1
A5106415385,A5106432537,1
A5106415385,A5106695614,5
A5106415385,A5107317555,1
A5106415385,A5107853451,1
A5106415385,A5107882076,1
A5106415385,A5107898175,1
A5106415385,A5107920303,3
A5106415385,A5107925200,2
A5106415385,A5107939003,2
A5106415385,A5108065580,1
A5106415385,A5113518413,2
A5106415385,A5113909366,1
A5106415490,A5048303863,1
A5106415490,A5106432537,1
A5106415870,A5010984740,2
A5106415870,A5018212936,2
A5106415870,A5036639594,1
A5106415870,A5057680651,2
A5106415870,A5070103127,1
A5106415870,A5075607006,4
A5106415870,A5103158476,3
A5106415870,A5104459656,2
A5106415870,A5106404027,2
A5106415870,A5106765262,1
A5106415870,A5107317555,2
A5106415870,A5107362063,1
A5106415870,A5107849243,2
A5106415870,A5107925200,1
A5106416226,A5106165766,1
A5106419687,A5036639594,1
A5106419687,A5042070087,1
A5106419687,A5075607006,1
A5106419687,A5100633066,1
A5106419687,A5103158476,1
A5106419687,A5106322884,1
A5106419687,A5106415383,1
A5106419687,A5106415385,1
A5106419687,A5106425036,1
A5106419687,A5106695614,1
A5106419687,A5107853451,1
A5106419687,A5107911677,1
A5106419687,A5107920303,1
A5106419687,A5107939003,1
A5106419687,A5114378001,1
A5106419795,A5010984740,2
A5106419795,A5018212936,2
A5106419795,A5020769769,1
A5106419795,A5027117340,3
A5106419795,A5036639594,1
A5106419795,A5048303863,3
A5106419795,A5070103127,3
A5106419795,A5075607006,9
A5106419795,A5077303648,2
A5106419795,A5078086979,1
A5106419795,A5100607379,1
A5106419795,A5103158476,10
A5106419795,A5105834410,3
A5106419795,A5106322884,10
A5106419795,A5106404027,1
A5106419795,A5106415385,2
A5106419795,A5106415490,1
A5106419795,A5106432537,1
A5106419795,A5106695614,10
A5106419795,A5106825158,1
A5106419795,A5107317555,1
A5106419795,A5107317862,1
A5106419795,A5107406378,1
A5106419795,A5107522293,1
A5106419795,A5107879083,1
A5106419795,A5107882076,2
A5106419795,A5107882404,3
A5106419795,A5107889267,2
A5106419795,A5107913938,2
A5106419795,A5107920303,5
A5106419795,A5107921248,2
A5106419795,A5107921685,2
A5106419795,A5107923227,1
A5106419795,A5107925200,3
A5106419795,A5107939003,2
A5106419795,A5112745998,1
A5106419795,A5113518413,1
A5106419795,A5113871538,1
A5106419795,A5114378001,10
A5106425036,A5036639594,1
A5106425036,A5042070087,1
A5106425036,A5075607006,1
A5106425036,A5103158476,1
A5106425036,A5106322884,1
A5106425036,A5106415383,1
A5106425036,A5106415385,1
A5106425036,A5106695614,1
A5106425036,A5107853451,1
A5106425036,A5107920303,1
A5106425036,A5107939003,1
A5106425036,A5114378001,1
A5106425183,A5048303863,1
A5106425183,A5075607006,1
A5106425183,A5103158476,1
A5106425183,A5106322884,1
A5106425183,A5106432537,1
A5106425183,A5106695614,1
A5106425183,A5107920303,1
A5106425183,A5107921248,1
A5106425183,A5107925200,1
A5106425183,A5107939003,1
A5106430713,A5007990250,1
A5106430713,A5021250960,1
A5106430713,A5025007765,1
A5106430713,A5025752041,1
A5106430713,A5027117340,1
A5106430713,A5029687836,1
A5106430713,A5030379501,1
A5106430713,A5031852379,1
A5106430713,A5036695948,1
A5106430713,A5037727951,1
A5106430713,A5052581928,1
A5106430713,A5061149582,1
A5106430713,A5066039057,1
A5106430713,A5070103127,1
A5106430713,A5078150879,1
A5106430713,A5092499089,1
A5106430713,A5100607374,1
A5106430713,A5103158476,1
A5106430713,A5106765052,1
A5106430713,A5106787803,1
A5106430713,A5107070705,1
A5106430713,A5107362063,1
A5106430713,A5107369430,1
A5106430713,A5107383369,1
A5106430713,A5107406378,1
A5106430713,A5107522153,1
A5106430713,A5107883945,1
A5106430713,A5107943133,1
A5106430713,A5113824576,1
A5106432537,A5061149582,1
A5106432537,A5081656957,2
A5106432537,A5100607374,3
A5106432537,A5101553362,4
A5106432537,A5106458116,1
A5106432537,A5107883655,3
A5106432537,A5107887430,2
A5106432537,A5107921251,1
A5106437555,A5010984740,5
A5106437555,A5019560863,4
A5106437555,A5025695873,3
A5106437555,A5027117340,1
A5106437555,A5031178558,2
A5106437555,A5031307155,1
A5106437555,A5036639594,2
A5106437555,A5042070087,1
A5106437555,A5046676605,1
A5106437555,A5075607006,9
A5106437555,A5078086979,1
A5106437555,A5078150879,1
A5106437555,A5087874970,4
A5106437555,A5103158476,6
A5106437555,A5104455338,2
A5106437555,A5105834410,4
A5106437555,A5106299144,1
A5106437555,A5106322884,9
A5106437555,A5106419795,1
A5106437555,A5106458116,1
A5106437555,A5106695614,9
A5106437555,A5107070705,1
A5106437555,A5107279495,1
A5106437555,A5107362900,3
A5106437555,A5107522153,1
A5106437555,A5107849243,1
A5106437555,A5107853451,1
A5106437555,A5107879083,1
A5106437555,A5107882076,4
A5106437555,A5107892119,3
A5106437555,A5107913938,2
A5106437555,A5107917320,1
A5106437555,A5107920303,2
A5106437555,A5107921685,2
A5106437555,A5107939003,6
A5106437555,A5107939945,3
A5106437555,A5108065580,1
A5106437555,A5108956248,2
A5106437555,A5113871538,1
A5106437555,A5114378001,9
A5106437558,A5018426572,4
A5106437558,A5019560863,3
A5106437558,A5021250960,1
A5106437558,A5025752041,3
A5106437558,A5027117340,1
A5106437558,A5035764195,1
A5106437558,A5036639594,1
A5106437558,A5036695948,1
A5106437558,A5041330081,1
A5106437558,A5051340838,1
A5106437558,A5056899188,2
A5106437558,A5057680651,2
A5106437558,A5062951688,2
A5106437558,A5068698387,1
A5106437558,A5072094223,1
A5106437558,A5073002263,2
A5106437558,A5073480771,2
A5106437558,A5075607006,2
A5106437558,A5078086979,1
A5106437558,A5078150879,3
A5106437558,A5100607374,3
A5106437558,A5100633066,5
A5106437558,A5101553362,2
A5106437558,A5103158476,5
A5106437558,A5104607569,1
A5106437558,A5105179706,1
A5106437558,A5106322884,5
A5106437558,A5106432537,1
A5106437558,A5106445637,1
A5106437558,A5106695614,2
A5106437558,A5106765262,1
A5106437558,A5106787859,1
A5106437558,A5107317533,1
A5106437558,A5107317555,2
A5106437558,A5107317783,1
A5106437558,A5107317862,1
A5106437558,A5107318704,1
A5106437558,A5107357587,1
A5106437558,A5107383019,1
A5106437558,A5107825487,1
A5106437558,A5107849243,1
A5106437558,A5107864427,1
A5106437558,A5107882076,1
A5106437558,A5107889161,2
A5106437558,A5107889267,2
A5106437558,A5107889484,1
A5106437558,A5107892023,1
A5106437558,A5107898175,1
A5106437558,A5107904984,1
A5106437558,A5107917320,1
A5106437558,A5107917697,1
A5106437558,A5107918686,4
A5106437558,A5107920303,1
A5106437558,A5107920777,1
A5106437558,A5107923227,1
A5106437558,A5107939003,1
A5106437558,A5107943133,1
A5106437558,A5107943370,1
A5106437558,A5107948783,1
A5106437558,A5110496804,1
A5106437558,A5112747986,1
A5106437558,A5114378001,5
A5106439043,A5007990250,1
A5106439043,A5015493453,4
A5106439043,A5017269624,1
A5106439043,A5018212936,1
A5106439043,A5018426572,1
A5106439043,A5019560863,2
A5106439043,A5020769769,1
A5106439043,A5025695873,1
A5106439043,A5025752041,2
A5106439043,A5027117340,2
A5106439043,A5031307155,1
A5106439043,A5031367868,1
A5106439043,A5036639594,1
A5106439043,A5036695948,3
A5106439043,A5041330081,1
A5106439043,A5041457516,1
A5106439043,A5042070087,1
A5106439043,A5048303863,1
A5106439043,A5056883201,1
A5106439043,A5056899188,1
A5106439043,A5061965726,1
A5106439043,A5062951688,1
A5106439043,A5068698387,2
A5106439043,A5070103127,2
A5106439043,A5070502312,1
A5106439043,A5073002263,1
A5106439043,A5075607006,6
A5106439043,A5077303648,1
A5106439043,A5078086979,1
A5106439043,A5078150879,2
A5106439043,A5087874970,3
A5106439043,A5100607374,1
A5106439043,A5100633066,5
A5106439043,A5101042383,1
A5106439043,A5103158476,6
A5106439043,A5105688774,1
A5106439043,A5105834410,1
A5106439043,A5106299144,1
A5106439043,A5106322884,9
A5106439043,A5106415383,1
A5106439043,A5106419795,2
A5106439043,A5106425183,1
A5106439043,A5106432537,2
A5106439043,A5106445637,2
A5106439043,A5106458116,1
A5106439043,A5106695614,7
A5106439043,A5106749041,1
A5106439043,A5106825158,1
A5106439043,A5107253324,1
A5106439043,A5107253469,1
A5106439043,A5107318680,1
A5106439043,A5107362900,1
A5106439043,A5107381117,1
A5106439043,A5107381631,1
A5106439043,A5107522153,1
A5106439043,A5107679354,1
A5106439043,A5107829728,3
A5106439043,A5107833531,1
A5106439043,A5107853451,2
A5106439043,A5107882076,2
A5106439043,A5107882404,1
A5106439043,A5107883655,2
A5106439043,A5107889484,1
A5106439043,A5107891545,1
A5106439043,A5107898175,1
A5106439043,A5107904984,3
A5106439043,A5107911677,3
A5106439043,A5107913938,1
A5106439043,A5107914901,2
A5106439043,A5107918686,3
A5106439043,A5107920303,2
A5106439043,A5107921248,1
A5106439043,A5107925200,2
A5106439043,A5107939003,3
A5106439043,A5107939945,1
A5106439043,A5107940763,1
A5106439043,A5107943853,2
A5106439043,A5108037940,1
A5106439043,A5108120608,1
A5106439043,A5111030467,1
A5106439043,A5111044144,1
A5106439043,A5112383091,1
A5106439043,A5112450759,1
A5106439043,A5112528745,1
A5106439043,A5113831871,1
A5106439043,A5113871538,1
A5106439043,A5114210860,1
A5106439043,A5114378001,8
A5106439043,A5114888384,1
A5106445637,A5007990250,1
A5106445637,A5025695873,1
A5106445637,A5025752041,2
A5106445637,A5056899188,2
A5106445637,A5061965726,1
A5106445637,A5068698387,2
A5106445637,A5072094223,1
A5106445637,A5073002263,1
A5106445637,A5075607006,1
A5106445637,A5078086979,1
A5106445637,A5100607374,2
A5106445637,A5101553362,1
A5106445637,A5103158476,3
A5106445637,A5105179706,1
A5106445637,A5106322884,3
A5106445637,A5106695614,1
A5106445637,A5106787859,1
A5106445637,A5107833531,1
A5106445637,A5107853451,1
A5106445637,A5107883655,1
A5106445637,A5107920303,1
A5106445637,A5107925200,1
A5106445637,A5107939003,1
A5106445637,A5107943853,1
A5106445637,A5114888384,1
A5106447947,A5042070087,1
A5106447947,A5048303863,1
A5106447947,A5075607006,1
A5106447947,A5087874970,1
A5106447947,A5103158476,1
A5106447947,A5106322884,1
A5106447947,A5106415385,1
A5106447947,A5106415490,1
A5106447947,A5106419795,1
A5106447947,A5106432537,1
A5106447947,A5106695614,1
A5106447947,A5107920303,1
A5106447947,A5107925200,1
A5106447947,A5107939003,1
A5106447947,A5114378001,1
A5106454553,A5043071983,1
A5106458393,A5015493453,1
A5106458393,A5031178558,1
A5106458393,A5036695948,3
A5106458393,A5044008001,1
A5106458393,A5051340838,3
A5106458393,A5070502312,1
A5106458393,A5075607006,3
A5106458393,A5104455338,2
A5106458393,A5106299144,1
A5106458393,A5106322884,4
A5106458393,A5106404027,4
A5106458393,A5106415870,1
A5106458393,A5106695614,4
A5106458393,A5107679354,1
A5106458393,A5107849243,1
A5106458393,A5107853451,1
A5106458393,A5107878181,3
A5106458393,A5107882070,1
A5106458393,A5107920303,3
A5106458393,A5108956248,1
A5106458393,A5114378001,4
A5106459777,A5101463716,1
A5106459777,A5105973909,1
A5106459777,A5106460057,1
A5106459777,A5107936311,1
A5106459782,A5009976057,1
A5106459782,A5014460106,1
A5106459782,A5020142669,1
A5106459782,A5047908820,1
A5106459782,A5048131944,1
A5106459782,A5067160786,1
A5106459782,A5101463716,1
A5106459782,A5103265531,1
A5106459782,A5106460057,1
A5106459782,A5107831219,1
A5106459782,A5107889176,1
A5106459782,A5107936311,1
A5106459782,A5108138675,1
A5106459782,A5108144769,1
A5106459782,A5110542037,1
A5106459782,A5110546336,2
A5106459782,A5110751785,1
A5106460057,A5052458782,1
A5106460057,A5087650257,1
A5106460057,A5101463716,5
A5106460057,A5105711362,3
A5106460057,A5106471603,1
A5106460057,A5107936311,4
A5106460057,A5108126827,1
A5106460637,A5004613584,2
A5106460637,A5031182512,1
A5106460637,A5059467857,1
A5106460637,A5063547554,1
A5106460637,A5090741951,1
A5106460637,A5107828492,1
A5106460637,A5107885386,1
A5106460637,A5107887908,1
A5106460637,A5107894216,1
A5106460637,A5108133564,1
A5106465475,A5004613584,2
A5106465475,A5048889220,1
A5106465475,A5063881368,1
A5106465475,A5090741951,1
A5106465475,A5100707137,1
A5106465475,A5103245766,1
A5106465475,A5105727750,1
A5106465475,A5107877098,1
A5106465475,A5115588065,1
A5106465603,A5009984370,1
A5106465603,A5052458782,2
A5106465603,A5087650257,1
A5106465603,A5101463716,4
A5106465603,A5105574038,1
A5106465603,A5105574042,1
A5106465603,A5105638880,1
A5106465603,A5105642370,1
A5106465603,A5105647091,1
A5106465603,A5105711362,4
A5106465603,A5106308466,1
A5106465603,A5106460057,2
A5106465603,A5106471603,2
A5106465603,A5107936311,3
A5106465603,A5108126827,1
A5106465603,A5110546336,5
A5106465603,A5110928652,1
A5106471603,A5087650257,1
A5106471603,A5105647091,1
A5106471603,A5105711362,1
A5106471603,A5107936311,1
A5106486994,A5004613584,4
A5106486994,A5039215365,1
A5106486994,A5107362004,1
A5106486994,A5107861639,1
A5106486994,A5107877110,1
A5106486994,A5107886582,1
A5106486994,A5107891042,1
A5106486994,A5107897852,1
A5106486994,A5107899068,1
A5106486994,A5107900983,1
A5106486994,A5107902731,1
A5106486994,A5108112351,1
A5106486994,A5112251083,2
A5106486994,A5115588065,2
A5106486994,A5115592103,1
A5106497162,A5004613584,16
A5106497162,A5013251163,1
A5106497162,A5031182512,1
A5106497162,A5039215365,3
A5106497162,A5052819678,1
A5106497162,A5063547554,3
A5106497162,A5073555026,1
A5106497162,A5090741951,6
A5106497162,A5100707137,11
A5106497162,A5100887558,1
A5106497162,A5102867298,1
A5106497162,A5105541613,1
A5106497162,A5105558468,1
A5106497162,A5105572980,1
A5106497162,A5105579453,1
A5106497162,A5105579707,1
A5106497162,A5105581365,1
A5106497162,A5105641735,1
A5106497162,A5105668152,1
A5106497162,A5105718775,1
A5106497162,A5105784175,1
A5106497162,A5105891401,1
A5106497162,A5106465475,1
A5106497162,A5106486994,1
A5106497162,A5107174614,1
A5106497162,A5107204663,1
A5106497162,A5107362004,1
A5106497162,A5107383495,2
A5106497162,A5107826176,3
A5106497162,A5107826904,3
A5106497162,A5107828492,2
A5106497162,A5107831501,2
A5106497162,A5107840773,3
A5106497162,A5107861639,2
A5106497162,A5107866968,1
A5106497162,A5107867901,1
A5106497162,A5107871084,1
A5106497162,A5107877098,1
A5106497162,A5107877110,2
A5106497162,A5107878710,1
A5106497162,A5107881507,1
A5106497162,A5107881604,1
A5106497162,A5107884560,1
A5106497162,A5107885386,1
A5106497162,A5107886582,3
A5106497162,A5107886928,2
A5106497162,A5107888581,1
A5106497162,A5107891042,1
A5106497162,A5107893537,1
A5106497162,A5107897370,1
A5106497162,A5107897852,1
A5106497162,A5107899068,1
A5106497162,A5107901706,1
A5106497162,A5107902731,2
A5106497162,A5107904062,2
A5106497162,A5107905601,1
A5106497162,A5107907734,1
A5106497162,A5107910467,1
A5106497162,A5107910626,1
A5106497162,A5107910775,2
A5106497162,A5107913533,1
A5106497162,A5107915447,3
A5106497162,A5107916856,1
A5106497162,A5107924096,1
A5106497162,A5107928811,1
A5106497162,A5107935668,1
A5106497162,A5107937629,4
A5106497162,A5107938502,1
A5106497162,A5107938703,1
A5106497162,A5107939702,1
A5106497162,A5107940031,1
A5106497162,A5107940162,1
A5106497162,A5107941438,1
A5106497162,A5107942994,1
A5106497162,A5108112351,2
A5106497162,A5108136165,1
A5106497162,A5110487636,2
A5106497162,A5112251083,1
A5106497162,A5115587849,1
A5106497162,A5115588065,3
A5106497162,A5115592103,3
A5106510580,A5000001510,1
A5106510580,A5016484747,1
A5106510580,A5067160786,1
A5106510580,A5107867475,1
A5106510580,A5113923169,1
A5106530199,A5021840932,1
A5106530199,A5088779354,1
A5106618967,A5000101753,1
A5106625673,A5090276267,1
A5106657165,A5064829214,1
A5106657165,A5083053930,1
A5106659137,A5041601846,1
A5106695614,A5010984740,26
A5106695614,A5017269624,2
A5106695614,A5018212936,9
A5106695614,A5019129637,1
A5106695614,A5020769769,6
A5106695614,A5025695873,24
A5106695614,A5031178558,6
A5106695614,A5036639594,20
A5106695614,A5041457516,4
A5106695614,A5044008001,3
A5106695614,A5048303863,14
A5106695614,A5049624802,3
A5106695614,A5057680651,9
A5106695614,A5061965726,1
A5106695614,A5062951688,19
A5106695614,A5070103127,14
A5106695614,A5072094223,8
A5106695614,A5075607006,84
A5106695614,A5078086979,13
A5106695614,A5100607374,7
A5106695614,A5100607379,2
A5106695614,A5101553362,2
A5106695614,A5103158476,79
A5106695614,A5104459656,4
A5106695614,A5105179706,4
A5106695614,A5105834410,17
A5106695614,A5106404027,18
A5106695614,A5106415490,1
A5106695614,A5106415870,6
A5106695614,A5106432537,6
A5106695614,A5106458116,1
A5106695614,A5106749041,5
A5106695614,A5106765262,5
A5106695614,A5106787859,1
A5106695614,A5106825158,1
A5106695614,A5107070705,1
A5106695614,A5107279480,1
A5106695614,A5107317555,6
A5106695614,A5107317862,1
A5106695614,A5107357587,6
A5106695614,A5107357891,3
A5106695614,A5107362063,3
A5106695614,A5107369261,2
A5106695614,A5107382186,2
A5106695614,A5107383019,4
A5106695614,A5107397510,2
A5106695614,A5107406211,1
A5106695614,A5107406378,5
A5106695614,A5107522293,2
A5106695614,A5107658720,1
A5106695614,A5107833531,2
A5106695614,A5107849243,7
A5106695614,A5107853451,9
A5106695614,A5107879083,6
A5106695614,A5107882076,21
A5106695614,A5107882404,16
A5106695614,A5107883655,2
A5106695614,A5107887430,3
A5106695614,A5107892012,1
A5106695614,A5107892023,4
A5106695614,A5107898175,14
A5106695614,A5107913938,15
A5106695614,A5107920303,25
A5106695614,A5107921248,8
A5106695614,A5107921251,1
A5106695614,A5107921685,11
A5106695614,A5107923227,10
A5106695614,A5107925200,16
A5106695614,A5107939003,27
A5106695614,A5108065580,2
A5106695614,A5109581687,1
A5106695614,A5112745998,6
A5106695614,A5113518413,3
A5106695614,A5114888384,2
A5106695614,A5115596213,1
A5106742465,A5101463716,1
A5106742465,A5104310993,1
A5106742465,A5105574038,1
A5106742465,A5105642370,1
A5106742465,A5106459782,1
A5106742465,A5106460057,1
A5106742465,A5107831219,1
A5106742465,A5107889176,1
A5106742465,A5107936311,2
A5106742465,A5110499917,1
A5106742465,A5110542037,1
A5106742465,A5110546336,1
A5106742465,A5110928686,1
A5106742685,A5090741951,1
A5106742685,A5107940162,1
A5106749041,A5057680651,1
A5106749041,A5107362063,1
A5106760547,A5010984740,3
A5106760547,A5015493453,4
A5106760547,A5021250960,1
A5106760547,A5025695873,1
A5106760547,A5026382390,3
A5106760547,A5031178558,1
A5106760547,A5031307155,1
A5106760547,A5035764195,1
A5106760547,A5036639594,1
A5106760547,A5036695948,1
A5106760547,A5051340838,1
A5106760547,A5056883201,1
A5106760547,A5062951688,1
A5106760547,A5075607006,6
A5106760547,A5078150879,1
A5106760547,A5087874970,4
A5106760547,A5100607374,1
A5106760547,A5100633066,5
A5106760547,A5101553362,1
A5106760547,A5103158476,5
A5106760547,A5105834410,3
A5106760547,A5106322884,7
A5106760547,A5106415385,1
A5106760547,A5106419795,1
A5106760547,A5106432537,1
A5106760547,A5106437555,3
A5106760547,A5106695614,7
A5106760547,A5107277571,2
A5106760547,A5107317555,1
A5106760547,A5107357587,1
A5106760547,A5107362900,3
A5106760547,A5107443658,1
A5106760547,A5107658720,1
A5106760547,A5107679404,1
A5106760547,A5107827402,1
A5106760547,A5107849243,1
A5106760547,A5107864427,1
A5106760547,A5107882076,2
A5106760547,A5107882404,1
A5106760547,A5107889161,2
A5106760547,A5107889267,3
A5106760547,A5107891811,1
A5106760547,A5107892119,3
A5106760547,A5107898175,2
A5106760547,A5107902910,1
A5106760547,A5107904984,1
A5106760547,A5107917320,3
A5106760547,A5107918686,2
A5106760547,A5107920303,1
A5106760547,A5107920777,2
A5106760547,A5107921685,2
A5106760547,A5107923227,1
A5106760547,A5107925200,1
A5106760547,A5107939003,3
A5106760547,A5107939945,5
A5106760547,A5107948783,1
A5106760547,A5107950661,2
A5106760547,A5110617871,2
A5106760547,A5111044144,1
A5106760547,A5112383091,1
A5106760547,A5112514656,1
A5106760547,A5113518413,1
A5106760547,A5114210860,2
A5106760547,A5114378001,7
A5106762436,A5008496685,1
A5106762436,A5021946449,1
A5106762436,A5030608184,1
A5106762436,A5037825116,1
A5106762436,A5039035248,1
A5106762436,A5069563798,1
A5106762436,A5091378245,1
A5106764981,A5025752041,1
A5106764981,A5027117340,1
A5106764981,A5031367868,1
A5106764981,A5073002263,1
A5106764981,A5073480771,1
A5106764981,A5101553362,1
A5106764981,A5103158476,1
A5106764981,A5106322884,1
A5106764981,A5106765001,1
A5106764981,A5106787803,1
A5106764981,A5106787859,1
A5106764981,A5107920303,1
A5106764981,A5107939003,1
A5106764981,A5108151747,1
A5106764981,A5113621038,1
A5106764981,A5114378001,1
A5106765001,A5025752041,1
A5106765001,A5031367868,1
A5106765001,A5073480771,1
A5106765001,A5101553362,1
A5106765001,A5103158476,1
A5106765001,A5106787803,1
A5106765001,A5106787859,1
A5106765001,A5107939003,1
A5106765001,A5108151747,1
A5106765001,A5113621038,1
A5106765052,A5011038402,1
A5106765052,A5020769769,1
A5106765052,A5028999195,1
A5106765052,A5031852379,3
A5106765052,A5037727951,1
A5106765052,A5044008001,1
A5106765052,A5056899188,2
A5106765052,A5061149582,1
A5106765052,A5061965726,1
A5106765052,A5066039057,1
A5106765052,A5070103127,1
A5106765052,A5081656957,1
A5106765052,A5092499102,1
A5106765052,A5100607374,2
A5106765052,A5100720596,1
A5106765052,A5101553362,1
A5106765052,A5103158476,4
A5106765052,A5106432537,1
A5106765052,A5106765262,1
A5106765052,A5106787803,2
A5106765052,A5107070705,1
A5106765052,A5107362063,1
A5106765052,A5107383369,1
A5106765052,A5107406378,3
A5106765052,A5107883655,1
A5106765052,A5107883945,1
A5106765052,A5107887430,2
A5106765052,A5107892023,1
A5106765052,A5107917697,1
A5106765052,A5107923227,1
A5106765052,A5107939003,1
A5106765052,A5107940805,1
A5106765052,A5107941652,1
A5106765052,A5107943133,2
A5106765052,A5112745998,1
A5106765052,A5113984014,1
